Titles	Genres
Braveheart (1995)[0.0059961264952723041, 0.0060257484662801526, 0.0060196903350130965, 0.96994508810921787, 0.0060205853214598355, 0.0059927612727567045]	action
Birdcage, The (1996)[0.0021333362765600908, 0.0021287029999370608, 0.98935841067207875, 0.0021256123598369803, 0.0021282190590582724, 0.0021257186325288916]	comedy
Bad Boys (1995)[0.0025468057357329083, 0.98725582297772441, 0.0025533609803044754, 0.0025467694285257495, 0.0025470578306764744, 0.0025501830470359144]	action
Batman Forever (1995)[0.0013211554637607287, 0.99338133175949928, 0.0013254954625075751, 0.0013246367990451034, 0.0013245965101229839, 0.001322784005064319]	action
Congo (1995)[0.0013548455508414726, 0.60294583721425954, 0.39163368991726977, 0.0013547331764364038, 0.0013546916751474758, 0.0013562024660453195]	action
Desperado (1995)[0.001226650764643861, 0.90574670322678796, 0.089342404559759933, 0.001230466071187293, 0.0012287315422045543, 0.0012250438354162059]	action
Die Hard: With a Vengeance (1995)[0.0011785671641327197, 0.99412043554844609, 0.0011776077415850913, 0.001175452833477053, 0.0011737877022113831, 0.0011741490101475566]	action
Hackers (1995)[0.002365000442016704, 0.0032692975601079622, 0.98726540306978905, 0.0023683683478603729, 0.0023653497602272588, 0.0023665808199987257]	action
Judge Dredd (1995)[0.0049350532640399505, 0.8857540266124313, 0.094487332052644174, 0.0049418411544619525, 0.0049394920836363316, 0.0049422548327861891]	sci-fi
Mallrats (1995)[0.011184720347817634, 0.011215456923547064, 0.011240286022567497, 0.011193487287337919, 0.011189383727662202, 0.94397666569106764]	comedy
Net, The (1995)[0.0049539950753693784, 0.97528268657509809, 0.0049542482106673174, 0.0049353826904199464, 0.0049380596608232987, 0.0049356277876220385]	action
Nine Months (1995)[0.0050957190551857772, 0.97452751589560516, 0.0051112197191447483, 0.005094785899616777, 0.005088044118631045, 0.0050827153118163165]	comedy
Strange Days (1995)[0.002238015928858235, 0.8889412532404255, 0.10209735852450118, 0.0022435598562935608, 0.0022412319916375449, 0.0022385804582840362]	sci-fi
Under Siege 2: Dark Territory (1995)[0.0041934504047335102, 0.97900197490305096, 0.0042077890548472396, 0.0042004971648691236, 0.0041998890194700151, 0.0041963994530292165]	action
Walk in the Clouds, A (1995)[0.0046759274989973693, 0.15333467578498286, 0.0046822976449875479, 0.0046756679134821282, 0.82795592351226233, 0.0046755076452877631]	romance
Waterworld (1995)[0.0043025410656779639, 0.97847038704846989, 0.0043049712213117965, 0.0043135412381620801, 0.0043050771388952061, 0.004303482287483177]	sci-fi
Before Sunrise (1995)[0.0051034696309824497, 0.97449936030155537, 0.0050999293129161622, 0.0050981883143406742, 0.0050907760395569783, 0.0051082764006485518]	romance
Billy Madison (1995)[0.0016804498426120148, 0.001687028895787597, 0.99159481995950838, 0.0016799732996282714, 0.0016788129288316815, 0.0016789150736321462]	comedy
Clerks (1994)[0.0062138118182229205, 0.96886008870383133, 0.0062316289942339212, 0.0062306976290167349, 0.0062131426705824442, 0.0062506301841125161]	comedy
Don Juan DeMarco (1995)[0.0084001215462760105, 0.95799836301783281, 0.0084119841671125434, 0.0083875975350718619, 0.0083981067280095682, 0.0084038270056974573]	fantasy
Dumb & Dumber (Dumb and Dumber) (1994)[0.0022115846465305998, 0.3056744169322656, 0.0022168839941115689, 0.43049229953611917, 0.25718824635889892, 0.0022165685320741815]	comedy
Exotica (1994)[0.73046615183783814, 0.25459141292011017, 0.003745220078125438, 0.0037331635242010435, 0.0037332747894756281, 0.0037307768502496605]	romance
French Kiss (1995)[0.0062191233814152909, 0.96892641825289993, 0.0062208253657132983, 0.0062122922199530604, 0.0062083535258148845, 0.0062129872542035511]	comedy
Heavenly Creatures (1994)[0.0040958702274892624, 0.97951186425548942, 0.0041028373719826077, 0.0040984091729886945, 0.0040939645992446152, 0.0040970543728056866]	romance
I.Q. (1994)[0.0062295443477998879, 0.96891541460696962, 0.0062277754886235284, 0.0062108925776866598, 0.0062058388323580418, 0.0062105341465622625]	romance
Interview with the Vampire: The Vampire Chronicles (1994)[0.0019080206850400302, 0.99045426251808988, 0.0019127290927672819, 0.001909405530206646, 0.0019074982885449018, 0.0019080838853513706]	fantasy
Star Wars: Episode IV - A New Hope (1977)[0.0034270063247449608, 0.0034364458184983609, 0.003438983225889532, 0.98284202710103208, 0.0034287807988507054, 0.0034267567309843741]	sci-fi
Little Women (1994)[0.21477590894611764, 0.0031806751686869659, 0.0031824134764304019, 0.35501030157949204, 0.0031727562410778696, 0.42067794458819519]	romance
Major Payne (1995)[0.0014001384341845802, 0.0014041976523880002, 0.99299277456076629, 0.0014010180969330531, 0.0013985583984501887, 0.0014033128572778831]	comedy
Milk Money (1994)[0.0017326922566006323, 0.989786885033061, 0.0032774290080944458, 0.0017346790848225611, 0.0017342617761251661, 0.0017340528412959665]	comedy
Pulp Fiction (1994)[0.0020068106327260048, 0.11262684701313989, 0.11502060469024537, 0.0020031862723307657, 0.7663386099634022, 0.0020039414281558033]	action
Swan Princess, The (1994)[0.0088308522651568827, 0.0088560953822732283, 0.0088431001463572956, 0.0088378990282521174, 0.008839553015065036, 0.95579250016289552]	animation
Stargate (1994)[0.0076513309825588212, 0.96181744558856286, 0.0076489957569495608, 0.0076597757274840979, 0.0076121260635101445, 0.0076103258809345547]	sci-fi
Santa Clause, The (1994)[0.00092314106767801569, 0.008780705518317479, 0.98752875524068495, 0.00092319902087402298, 0.00092140831445954442, 0.00092279083798592592]	fantasy
Shawshank Redemption, The (1994)[0.002582609756274553, 0.002589223897282558, 0.98706296734792953, 0.0025869335192997456, 0.0025924407078768016, 0.0025858247713367376]	comedy
Tommy Boy (1995)[0.0052509683737873205, 0.005270964926107566, 0.97372940323197132, 0.0052458828222294602, 0.0052513558767949822, 0.0052514247691093632]	comedy
Muriel's Wedding (1994)[0.98622188237595587, 0.002760790479585701, 0.0027569070692641164, 0.0027548076195090952, 0.0027503033881482669, 0.0027553090675369128]	comedy
Ace Ventura: Pet Detective (1994)[0.0029502238894299915, 0.50544873164084714, 0.0029531161439199792, 0.0029494339882049003, 0.48274918806023925, 0.0029493062773588989]	comedy
Clear and Present Danger (1994)[0.008000020743274102, 0.008018840837510163, 0.0080335821159309342, 0.95995184475781414, 0.0079922824381553122, 0.0080034291073152828]	action
Crow, The (1994)[0.0015845056465826819, 0.0015895156589073496, 0.57318373695314251, 0.0015888667007617104, 0.0015851713395918948, 0.4204682037010139]	romance
Flintstones, The (1994)[0.0059958486494163235, 0.0060163785796563691, 0.96999979930749147, 0.0060010259767304275, 0.0059933616051409738, 0.0059935858815643216]	comedy
Forrest Gump (1994)[0.0012917038850037079, 0.97783422726803093, 0.017001411050086294, 0.0012923779126828379, 0.0012896900625539605, 0.0012905898216420686]	comedy
Four Weddings and a Funeral (1994)[0.0031734628724084343, 0.27633884084178933, 0.71097366005883733, 0.0031716381932874486, 0.0031738104895260915, 0.003168587544151343]	romance
It Could Happen to You (1994)[0.0017164276213356734, 0.0017181815678384269, 0.99142197896137529, 0.0017146642602476425, 0.001713608898189012, 0.0017151386910139502]	comedy
Lion King, The (1994)[0.0021282332154639485, 0.29061649177295013, 0.70087724220445802, 0.002127274305831932, 0.0021247523123153933, 0.0021260061889804027]	animation
Mask, The (1994)[0.0099051959331916493, 0.0099266781541999805, 0.0099223400817062494, 0.0099066524986925076, 0.0099037631765299949, 0.95043537015567969]	comedy
Maverick (1994)[0.0083829673898386768, 0.95805187102157086, 0.0083913609375495836, 0.0083898567252609288, 0.0084044861010025111, 0.0083794578247774303]	comedy
Naked Gun 33 1/3: The Final Insult (1994)[0.0067331082676530029, 0.0067435933601461906, 0.0067419511461732241, 0.23647155415660742, 0.0067201350567955608, 0.73658965801262466]	comedy
Richie Rich (1994)[0.00202708902478369, 0.0020319470160448756, 0.98986947528697877, 0.0020229229354162249, 0.0020220433267778971, 0.0020265224099986394]	comedy
Speed (1994)[0.0083907854533406684, 0.0084125478734413187, 0.0083936159677651442, 0.0083852700618013594, 0.008380805064169581, 0.95803697557948198]	action
True Lies (1994)[0.0016333646833902255, 0.54158199359775283, 0.45188989049387174, 0.0016341950755236836, 0.0016304958027825492, 0.0016300603466791854]	action
Bad Company (1995)[0.0045349541286515719, 0.64606455206847158, 0.0045531966875499803, 0.0045433469646225591, 0.0045427606184573841, 0.33576118953224687]	action
Street Fighter (1994)[0.0012824645554045035, 0.28866000769229938, 0.70621410724767653, 0.0012815093930120443, 0.001280908842219421, 0.001281002269388087]	action
Airheads (1994)[0.97667182715621559, 0.0046702186739944144, 0.0046724175089550091, 0.0046627437507797791, 0.0046583362662928323, 0.0046644566437625762]	comedy
Air Up There, The (1994)[0.28033567589610714, 0.0046870980088545141, 0.004685535875061154, 0.00467157143060339, 0.0046725424585858802, 0.70094757633078808]	comedy
Beverly Hills Cop III (1994)[0.00066302867104597234, 0.00066554979684594565, 0.99668158209954594, 0.00066330395943200017, 0.00066346616795814938, 0.00066306930517208798]	comedy
Blown Away (1994)[0.0019301489700355343, 0.99033105443210823, 0.0019378468447922995, 0.0019354565619203342, 0.0019341965261092263, 0.0019312966650344317]	action
Carlito's Way (1993)[0.0021259302205228693, 0.0021321288878450632, 0.98935665473876511, 0.0021253892741015662, 0.002125366397324367, 0.0021345304814409391]	romance
Dave (1993)[0.0013122643811489462, 0.0013161710184237028, 0.99343771996541042, 0.0013118603575313099, 0.001310697903152219, 0.0013112863743333189]	comedy
Demolition Man (1993)[0.0060229103631136158, 0.0060284950045348534, 0.96993217099298512, 0.0060042031904254996, 0.0059999888330194645, 0.0060122316159214075]	action
Fugitive, The (1993)[0.0016650594256847422, 0.0016694068974935428, 0.27179977492135171, 0.72153786920959806, 0.0016640961653384117, 0.0016637933805333943]	action
Hard Target (1993)[0.002585355211067758, 0.98707596947379117, 0.0025907883357576115, 0.0025839789792028662, 0.0025811944056536814, 0.0025827135945270664]	action
Hot Shots! Part Deux (1993)[0.0067247628565457913, 0.0067242108363263949, 0.006727638600303453, 0.96639224761038389, 0.0067100736637311642, 0.0067210664327091666]	comedy
Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)[0.0017148393241662682, 0.99141467069096634, 0.0017205711332145838, 0.0017181597325483251, 0.0017139492899424789, 0.0017178098291619592]	comedy
Hudsucker Proxy, The (1994)[0.001614413977310482, 0.35132563733181504, 0.6422124275121891, 0.0016155905031035006, 0.0016130773004387866, 0.0016188533751431782]	comedy
Jurassic Park (1993)[0.0023661379561453091, 0.00236847820167393, 0.66270828937791071, 0.32782644335940514, 0.002363999751686695, 0.0023666513531779556]	sci-fi
Last Action Hero (1993)[0.001767654321594382, 0.85063848336370962, 0.14229022542566405, 0.0017671620136194587, 0.0017669054393965684, 0.0017695694360157471]	fantasy
Much Ado About Nothing (1993)[0.98798084541175069, 0.0024081480566036091, 0.0024077364265192871, 0.0024001064667324725, 0.002400194737510609, 0.0024029689008833455]	comedy
Mrs. Doubtfire (1993)[0.018126394202074503, 0.0064886571221915721, 0.95599322040349288, 0.0064656955620168155, 0.0064619661912321989, 0.0064640665189921367]	comedy
Next Karate Kid, The (1994)[0.84452787751511238, 0.14715184946508025, 0.0020793918805784781, 0.0020886685587471069, 0.0020764802720642603, 0.0020757323084175717]	romance
Ref, The (1994)[0.010519179422166286, 0.010512352782550641, 0.010530797693852892, 0.94746961542020025, 0.010470538994014327, 0.010497515687215728]	comedy
Remains of the Day, The (1993)[0.0029478613077855869, 0.0029536977372187144, 0.0029523313186615358, 0.0029473732930168288, 0.98525353373362823, 0.002945202609689215]	romance
Robin Hood: Men in Tights (1993)[0.0024342590123244217, 0.0024430096843050786, 0.0024393440951151362, 0.0024444160477570835, 0.98780606499268564, 0.0024329061678126812]	comedy
Sleepless in Seattle (1993)[0.0079942782846651496, 0.96002312674742996, 0.0080065303704024496, 0.0079954050294990548, 0.0079811789001329094, 0.0079994806678705416]	comedy
Blade Runner (1982)[0.0012340121681090385, 0.0012385213877924212, 0.99382432096029516, 0.0012344217732890793, 0.0012343595027585492, 0.0012343642077558901]	sci-fi
So I Married an Axe Murderer (1993)[0.003916708507801259, 0.57713236240939814, 0.0039211669366418858, 0.0039073288858519246, 0.0039078624378695997, 0.40721457082243723]	comedy
Super Mario Bros. (1993)[0.0056152373862414758, 0.0056207010789020339, 0.0056185080686002569, 0.0056095923126224774, 0.97192280875273984, 0.0056131524008940252]	comedy
Threesome (1994)[0.0019323487967510993, 0.001938466424489127, 0.0019362165926966918, 0.99032844350290883, 0.0019291856211446172, 0.0019353390620096469]	comedy
Nightmare Before Christmas, The (1993)[0.0098678646772789799, 0.0099145565180079817, 0.95059764025041082, 0.0098789659281127741, 0.0098800367007493908, 0.0098609359254400435]	animation
True Romance (1993)[0.00083698208484320083, 0.18490163989545585, 0.81175354047813686, 0.00083663498616056201, 0.00083545883335959896, 0.00083574372204398429]	romance
Welcome to the Dollhouse (1995)[0.0016805127737916381, 0.99160077333126406, 0.0016835772532067298, 0.0016800778069444699, 0.0016767583183462356, 0.0016783005164466528]	comedy
Brady Bunch Movie, The (1995)[0.0026272014027769156, 0.0026319051075392079, 0.0026341552323812284, 0.0026314589963007712, 0.0026236966971442807, 0.98685158256385763]	comedy
Home Alone (1990)[0.0060037810738987158, 0.0060183234277355101, 0.96997659283093374, 0.0060025413635064221, 0.0059934236918063304, 0.0060053376121192922]	comedy
Ghost (1990)[0.0016474626145966626, 0.6548850320662698, 0.33852648663497115, 0.0016479746479335748, 0.0016459051733644203, 0.0016471388628643902]	romance
Aladdin (1992)[0.0013017243394544207, 0.99348920948708663, 0.0013041061771570462, 0.0013014378882116493, 0.0013018179349527897, 0.0013017041731377375]	animation
Terminator 2: Judgment Day (1991)[0.0014858366120573589, 0.10311565543993889, 0.89093669688549337, 0.0014876125160645174, 0.0014883379754158212, 0.0014858605710301378]	sci-fi
Batman (1989)[0.0014715888949346355, 0.99263734412239157, 0.0014753642730381408, 0.0014717992811599536, 0.0014718570411673183, 0.0014720463873082071]	action
Silence of the Lambs, The (1991)[0.0016957328155005949, 0.4528166448054457, 0.54039689256843337, 0.0016958437492351327, 0.001696848768368051, 0.0016980372930171885]	action
Snow White and the Seven Dwarfs (1937)[0.0022116211753028837, 0.56526064331541093, 0.42589614971772005, 0.0022141755062276181, 0.0022103794846746279, 0.0022070308006637124]	animation
Beauty and the Beast (1991)[0.0029444126884191203, 0.98527110406823426, 0.0029521935387960842, 0.002944295786426489, 0.0029442149497171982, 0.0029437789684069442]	animation
Pinocchio (1940)[0.007652688527760864, 0.0076664812839906541, 0.0076601260249624745, 0.96172953752225432, 0.0076393294814631604, 0.0076518371595684278]	fantasy
Pretty Woman (1990)[0.0059978112772590469, 0.97000446867308587, 0.0060070430772701617, 0.0059953671494372791, 0.0059970850139186077, 0.0059982248090289479]	romance
One Fine Day (1996)[0.0015126568454181045, 0.99242730058374662, 0.0015193425664413989, 0.0015150683368912519, 0.0015114715318872833, 0.0015141601356153042]	romance
Heavy Metal (1981)[0.0032268053120380622, 0.93827271154128833, 0.0032348473650600173, 0.0032340776032197217, 0.048797571298366538, 0.0032339868800272294]	sci-fi
Aristocats, The (1970)[0.97894347621309774, 0.0042141011675383838, 0.0042176729879728758, 0.0042067858802425024, 0.0042087458831351759, 0.0042092178680134835]	animation
All Dogs Go to Heaven 2 (1996)[0.0020254993344895516, 0.19689884460172202, 0.17494723735891507, 0.0020305987785612899, 0.0020278578354002205, 0.62206996209091192]	animation
Mission: Impossible (1996)[0.0076284834363051892, 0.007642372255406215, 0.0076517420057012836, 0.0076380013169953043, 0.96180830938593342, 0.0076310915996586175]	action
Dragonheart (1996)[0.96000412623840303, 0.0080132135281403023, 0.0080064683859291247, 0.0079908219464594789, 0.0080059222596672395, 0.0079794476414009347]	fantasy
James and the Giant Peach (1996)[0.0058021190268043856, 0.97099829801339066, 0.005813231316987898, 0.0057943027567490474, 0.0057921203257964527, 0.0057999285602717112]	animation
Kids in the Hall: Brain Candy (1996)[0.0021253333921531729, 0.98935456704299063, 0.0021302887825972597, 0.0021303914104654573, 0.0021248647586025187, 0.0021345546131908031]	comedy
Mystery Science Theater 3000: The Movie (1996)[0.0098769478727838717, 0.0098836171742085217, 0.0099088621910602675, 0.95058918366877521, 0.0098608177574941829, 0.0098805713356780716]	comedy
Space Jam (1996)[0.0012441332721707258, 0.0012486555425179099, 0.99377532658710799, 0.0012442981078475961, 0.0012421703349808535, 0.0012454161553750029]	animation
Barbarella (1968)[0.0010777732390359065, 0.99461398651162991, 0.0010790019851449619, 0.0010763394393697469, 0.0010765288596948147, 0.0010763699651246167]	sci-fi
Alphaville (Alphaville, une étrange aventure de Lemmy Caution) (1965)[0.0056050748564941584, 0.49185347723443062, 0.0056153624885785479, 0.0056031571652189159, 0.48571828006314777, 0.0056046481921299927]	sci-fi
Visitors, The (Visiteurs, Les) (1993)[0.003361465407451962, 0.0033666924663511241, 0.98319929538009487, 0.0033595737820880031, 0.0033547107745255001, 0.0033582621894885159]	comedy
Wallace & Gromit: The Best of Aardman Animation (1996)[0.012015110330212306, 0.018901195863505332, 0.012044406935167899, 0.012036649818126013, 0.012055771218143279, 0.93294686583484521]	comedy
Cold Comfort Farm (1995)[0.0033610379502872056, 0.66065249144110416, 0.003370133051602059, 0.32588766545741787, 0.0033580213763527251, 0.0033706507232358412]	comedy
Rock, The (1996)[0.3131368105416843, 0.45528158077595127, 0.15661682842189512, 0.00061944552105731323, 0.073727781369458095, 0.00061755336995413727]	action
Twister (1996)[0.68409840605059236, 0.29611778980535902, 0.0049461617591924538, 0.0049453911326479546, 0.0049502043434209008, 0.0049420469087872601]	action
Ghost in the Shell (Kôkaku kidôtai) (1995)[0.0098681117346380281, 0.95058927867553611, 0.0099007141834279739, 0.0099081210063212601, 0.0098755264448952707, 0.0098582479551813044]	sci-fi
Wallace & Gromit: A Close Shave (1995)[0.0035043723116192486, 0.49892794834042592, 0.003503842845004837, 0.487052653479084, 0.0035032106105994925, 0.0035079724132666169]	animation
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)[0.0005598884967648218, 0.73935670923350072, 0.25840209122559588, 0.00056156416102924242, 0.00055988400670811352, 0.00055986287640100965]	comedy
Jack (1996)[0.0025870404561661679, 0.29868519125990323, 0.69096311439277935, 0.00259186060137627, 0.0025818428071825252, 0.0025909504825924637]	comedy
Independence Day (a.k.a. ID4) (1996)[0.00098327516738007728, 0.17322812229607373, 0.10283753011838813, 0.72098201808504625, 0.00098428768050382053, 0.00098476665260808648]	sci-fi
Kingpin (1996)[0.00085608996771352431, 0.99571259763941244, 0.00085974341814545863, 0.00085761607090002604, 0.00085711084068361009, 0.00085684206314484896]	comedy
Eraser (1996)[0.0083845685898622426, 0.0084134354744631323, 0.008406624886422711, 0.0083933333279277728, 0.0083866537230618422, 0.95801538399826236]	action
Nutty Professor, The (1996)[0.0019982864746944614, 0.81782788024737485, 0.17417100509626821, 0.0020053413335637919, 0.0019981572639914632, 0.0019993295841072853]	comedy
Daylight (1996)[0.0062302970001689995, 0.0062437762855603119, 0.006243248453753578, 0.006228939067993643, 0.0062247235331564787, 0.96882901565936708]	action
Fled (1996)[0.0029422418979161563, 0.98526799415263089, 0.0029497443532241823, 0.0029475890417959122, 0.0029398067588991507, 0.0029526237955336092]	action
Ransom (1996)[0.0016012585384760426, 0.0016029039048392894, 0.9919942462576542, 0.0016020454130659192, 0.0015991185300683352, 0.0016004273558962018]	action
High School High (1996)[0.0043044309750721026, 0.0043116408889353822, 0.0043110856211693877, 0.97846378021981018, 0.0043009438516132042, 0.0043081184433998651]	comedy
Matilda (1996)[0.001368467676625035, 0.99316636102367839, 0.0013707515370576127, 0.0013650696949290188, 0.0013631402881649224, 0.0013662097795450522]	comedy
Emma (1996)[0.0032305261111202589, 0.9838498049345662, 0.003234850417104672, 0.0032275986489961749, 0.0032261283099942924, 0.0032310915782184724]	comedy
Mother Night (1996)[0.0046652576243228615, 0.0046931422296315846, 0.0046745207841127848, 0.0046681597689606519, 0.0046600153310265933, 0.97663890426194555]	romance
Singin' in the Rain (1952)[0.011976594349195914, 0.94002441893624911, 0.01201510762277948, 0.011990582259690281, 0.011964557131624904, 0.012028739700460356]	comedy
Breakfast at Tiffany's (1961)[0.0088395041524520612, 0.95580161271350328, 0.0088519327577101809, 0.0088363407979472827, 0.00882404070576032, 0.0088465688726266888]	romance
Vertigo (1958)[0.0021496572852743199, 0.98924542043284158, 0.0021543368722653092, 0.0021514824119785994, 0.0021505405366249635, 0.0021485624610152534]	romance
Apartment, The (1960)[0.0004351941351302506, 0.99252544426446421, 0.0057356411962434899, 0.00043429979355155674, 0.00043435363322290923, 0.00043506697738745646]	romance
Some Like It Hot (1959)[0.0067212250274321129, 0.96638354145470784, 0.0067268196491961042, 0.0067187110676725868, 0.0067140422127505159, 0.0067356605882408979]	comedy
Charade (1963)[0.00044969106839431419, 0.93497134127194315, 0.063230364678077244, 0.00044974994062762038, 0.00044954301472347803, 0.00044931002623405276]	romance
Casablanca (1942)[0.0014354998331182328, 0.4379871758717761, 0.55627162028206822, 0.001435113780302831, 0.0014350564408762657, 0.0014355337918583141]	romance
My Fair Lady (1964)[0.0067141588844943784, 0.96641053040686986, 0.0067201466008610542, 0.0067139000684693258, 0.0067147848260346431, 0.0067264792132708841]	romance
Sabrina (1954)[0.0012041924535944588, 0.53905960260984553, 0.45613604089058601, 0.0012011229886936664, 0.0011991241316187421, 0.0011999169256615408]	romance
Roman Holiday (1953)[0.95573248887033446, 0.0088768641996011862, 0.0088451366230530345, 0.0088420229038060887, 0.0088381820630576563, 0.0088653053401475616]	romance
Wizard of Oz, The (1939)[0.0023045863284193741, 0.57029157830994404, 0.0023050066472331985, 0.0023070223217271225, 0.0023012915492937459, 0.42049051484338273]	fantasy
Gone with the Wind (1939)[0.0016142372256498024, 0.0016200400430315559, 0.99192134666830722, 0.0016180117303931801, 0.001613679770034683, 0.0016126845625835549]	romance
2001: A Space Odyssey (1968)[0.0062130982601691816, 0.96889265006219893, 0.0062424116414367022, 0.0062226883192714579, 0.0062149990840558843, 0.0062141526328677596]	sci-fi
Notorious (1946)[0.0060131715288367282, 0.66459815593324667, 0.0060189701032572224, 0.31135322839573626, 0.0060044059821042833, 0.0060120680568188185]	romance
Gigi (1958)[0.0057922975252007241, 0.0057960196815396818, 0.005797392567165458, 0.0057883906849895937, 0.0057838342944936776, 0.97104206524661085]	romance
Laura (1944)[0.46636990540177575, 0.48874277034945629, 0.01123692810458542, 0.01121373946513717, 0.011213089936695482, 0.011223566742349892]	romance
Ghost and Mrs. Muir, The (1947)[0.00070073807592800836, 0.3387502741949992, 0.64101612484061732, 0.01813282733961475, 0.00070038301436919762, 0.00069965253447150605]	romance
Lost Horizon (1937)[0.0028443665130239992, 0.0028535957888854006, 0.11644450161906898, 0.0028478084586924459, 0.87216062879095146, 0.0028490988293777878]	fantasy
To Be or Not to Be (1942)[0.0034263506793861674, 0.0034337518442941455, 0.003439960190246249, 0.0034296016770761508, 0.0034254708787689082, 0.98284486473022847]	comedy
My Man Godfrey (1936)[0.0079904212200173456, 0.96003163628438071, 0.0080078071071767315, 0.0079836412374551108, 0.0079930097235375742, 0.0079934844274325827]	comedy
Thin Man, The (1934)[0.0013147100846821085, 0.32425073156097883, 0.58489744272531474, 0.086907368663454901, 0.0013146616967782689, 0.0013150852687912145]	comedy
